280	2.16365E-5
281	4.092905E-5
282	6.02216E-5
283	7.951415E-5
284	9.88067E-5
285	1.1809925E-4
286	1.373918E-4
287	1.5668435E-4
288	1.759769E-4
289	1.9526945E-4
290	2.14562E-4
291	1.93105912932E-4
292	1.71649825864E-4
293	1.50193738796E-4
294	1.28737651728E-4
295	1.0728156466E-4
296	8.5825477592E-5
297	6.4369390524E-5
298	4.2913303456E-5
299	2.1457216388E-5
300	1.12932E-9
301	3.844836388E-6
302	7.688543456E-6
303	1.1532250524E-5
304	1.5375957592E-5
305	1.921966466E-5
306	2.3063371728E-5
307	2.6907078796E-5
308	3.0750785864E-5
309	3.4594492932E-5
310	3.84382E-5
311	1.2491258E-4
312	2.1138696E-4
313	2.9786134E-4
314	3.8433572E-4
315	4.708101E-4
316	5.5728448E-4
317	6.4375886E-4
318	7.3023324E-4
319	8.1670762E-4
320	9.03182E-4
321	0.0012728638
322	0.0016425456
323	0.0020122274
324	0.0023819092
325	0.002751591
326	0.0031212728
327	0.0034909546
328	0.0038606364
329	0.0042303182
330	0.0046
331	0.004911
332	0.005222
333	0.005533
334	0.005844
335	0.006155
336	0.006466
337	0.006777
338	0.007088
339	0.007399
340	0.00771
341	0.008132
342	0.008554
343	0.008976
344	0.009398
345	0.00982
346	0.010242
347	0.010664
348	0.011086
349	0.011508
350	0.01193
351	0.012331
352	0.012732
353	0.013133
354	0.013534
355	0.013935
356	0.014336
357	0.014737
358	0.015138
359	0.015539
360	0.01594
361	0.016776
362	0.017612
363	0.018448
364	0.019284
365	0.02012
366	0.020956
367	0.021792
368	0.022628
369	0.023464
370	0.0243
371	0.024743
372	0.025186
373	0.025629
374	0.026072
375	0.026515
376	0.026958
377	0.027401
378	0.027844
379	0.028287
380	0.02873
381	0.029267
382	0.029804
383	0.030341
384	0.030878
385	0.031415
386	0.031952
387	0.032489
388	0.033026
389	0.033563
390	0.0341
391	0.03644
392	0.03878
393	0.04112
394	0.04346
395	0.0458
396	0.04814
397	0.05048
398	0.05282
399	0.05516
400	0.0575
401	0.059362
402	0.061224
403	0.063086
404	0.064948
405	0.06681
406	0.068672
407	0.070534
408	0.072396
409	0.074258
410	0.07612
411	0.077388
412	0.078656
413	0.079924
414	0.081192
415	0.08246
416	0.083728
417	0.084996
418	0.086264
419	0.087532
420	0.0888
421	0.088901
422	0.089002
423	0.089103
424	0.089204
425	0.089305
426	0.089406
427	0.089507
428	0.089608
429	0.089709
430	0.08981
431	0.092508
432	0.095206
433	0.097904
434	0.100602
435	0.1033
436	0.105998
437	0.108696
438	0.111394
439	0.114092
440	0.11679
441	0.119071
442	0.121352
443	0.123633
444	0.125914
445	0.128195
446	0.130476
447	0.132757
448	0.135038
449	0.137319
450	0.1396
451	0.141166
452	0.142732
453	0.144298
454	0.145864
455	0.14743
456	0.148996
457	0.150562
458	0.152128
459	0.153694
460	0.15526
461	0.156095
462	0.15693
463	0.157765
464	0.1586
465	0.159435
466	0.16027
467	0.161105
468	0.16194
469	0.162775
470	0.16361
471	0.16504
472	0.16647
473	0.1679
474	0.16933
475	0.17076
476	0.17219
477	0.17362
478	0.17505
479	0.17648
480	0.17791
481	0.177518
482	0.177126
483	0.176734
484	0.176342
485	0.17595
486	0.175558
487	0.175166
488	0.174774
489	0.174382
490	0.17399
491	0.17506
492	0.17613
493	0.1772
494	0.17827
495	0.17934
496	0.18041
497	0.18148
498	0.18255
499	0.18362
500	0.18469
501	0.185518
502	0.186346
503	0.187174
504	0.188002
505	0.18883
506	0.189658
507	0.190486
508	0.191314
509	0.192142
510	0.19297
511	0.192593
512	0.192216
513	0.191839
514	0.191462
515	0.191085
516	0.190708
517	0.190331
518	0.189954
519	0.189577
520	0.1892
521	0.190268
522	0.191336
523	0.192404
524	0.193472
525	0.19454
526	0.195608
527	0.196676
528	0.197744
529	0.198812
530	0.19988
531	0.200262
532	0.200644
533	0.201026
534	0.201408
535	0.20179
536	0.202172
537	0.202554
538	0.202936
539	0.203318
540	0.2037
541	0.204236
542	0.204772
543	0.205308
544	0.205844
545	0.20638
546	0.206916
547	0.207452
548	0.207988
549	0.208524
550	0.20906
551	0.208925
