         1	 -nan(ind)	
      1.01	 -nan(ind)	
      1.02	 -nan(ind)	
      1.03	 -nan(ind)	
      1.04	 -nan(ind)	
      1.05	 -nan(ind)	
      1.06	 -nan(ind)	
      1.07	 -nan(ind)	
      1.08	 -nan(ind)	
      1.09	 -nan(ind)	
       1.1	 -nan(ind)	
      1.11	 -nan(ind)	
      1.12	 -nan(ind)	
      1.13	 -nan(ind)	
      1.14	 -nan(ind)	
      1.15	 -nan(ind)	
      1.16	 -nan(ind)	
      1.17	 -nan(ind)	
      1.18	 -nan(ind)	
      1.19	 -nan(ind)	
       1.2	 -nan(ind)	
      1.21	 -nan(ind)	
      1.22	 -nan(ind)	
      1.23	 -nan(ind)	
      1.24	 -nan(ind)	
      1.25	 -nan(ind)	
      1.26	 -nan(ind)	
      1.27	 -nan(ind)	
      1.28	 -nan(ind)	
      1.29	 -nan(ind)	
       1.3	 -nan(ind)	
      1.31	 -nan(ind)	
      1.32	 -nan(ind)	
      1.33	 -nan(ind)	
      1.34	 -nan(ind)	
      1.35	 -nan(ind)	
      1.36	 -nan(ind)	
      1.37	 -nan(ind)	
      1.38	 -nan(ind)	
      1.39	 -nan(ind)	
       1.4	 -nan(ind)	
      1.41	 -nan(ind)	
      1.42	 -nan(ind)	
      1.43	 -nan(ind)	
      1.44	 -nan(ind)	
      1.45	 -nan(ind)	
      1.46	 -nan(ind)	
      1.47	 -nan(ind)	
      1.48	 -nan(ind)	
      1.49	 -nan(ind)	
       1.5	 -nan(ind)	
      1.51	 -nan(ind)	
      1.52	 -nan(ind)	
      1.53	 -nan(ind)	
      1.54	 -nan(ind)	
      1.55	 -nan(ind)	
      1.56	 -nan(ind)	
      1.57	 -nan(ind)	
      1.58	 -nan(ind)	
      1.59	 -nan(ind)	
       1.6	 -nan(ind)	
      1.61	 -nan(ind)	
      1.62	 -nan(ind)	
      1.63	 -nan(ind)	
      1.64	 -nan(ind)	
      1.65	 -nan(ind)	
      1.66	 -nan(ind)	
      1.67	 -nan(ind)	
      1.68	 -nan(ind)	
      1.69	 -nan(ind)	
       1.7	 -nan(ind)	
      1.71	 -nan(ind)	
      1.72	 -nan(ind)	
      1.73	 -nan(ind)	
      1.74	 -nan(ind)	
      1.75	 -nan(ind)	
      1.76	 -nan(ind)	
      1.77	 -nan(ind)	
      1.78	 -nan(ind)	
      1.79	 -nan(ind)	
       1.8	 -nan(ind)	
      1.81	 -nan(ind)	
      1.82	 -nan(ind)	
      1.83	 -nan(ind)	
      1.84	 -nan(ind)	
      1.85	 -nan(ind)	
      1.86	 -nan(ind)	
      1.87	 -nan(ind)	
      1.88	 -nan(ind)	
      1.89	 -nan(ind)	
       1.9	 -nan(ind)	
      1.91	 -nan(ind)	
      1.92	 -nan(ind)	
      1.93	 -nan(ind)	
      1.94	 -nan(ind)	
      1.95	 -nan(ind)	
      1.96	 -nan(ind)	
      1.97	 -nan(ind)	
      1.98	 -nan(ind)	
      1.99	 -nan(ind)	
         2	 -nan(ind)	
      2.01	 -nan(ind)	
      2.02	 -nan(ind)	
      2.03	 -nan(ind)	
      2.04	 -nan(ind)	
      2.05	 -nan(ind)	
      2.06	 -nan(ind)	
      2.07	 -nan(ind)	
      2.08	 -nan(ind)	
      2.09	 -nan(ind)	
       2.1	 -nan(ind)	
      2.11	 -nan(ind)	
      2.12	 -nan(ind)	
      2.13	 -nan(ind)	
      2.14	 -nan(ind)	
      2.15	 -nan(ind)	
      2.16	 -nan(ind)	
      2.17	 -nan(ind)	
      2.18	 -nan(ind)	
      2.19	 -nan(ind)	
       2.2	 -nan(ind)	
      2.21	 -nan(ind)	
      2.22	 -nan(ind)	
      2.23	 -nan(ind)	
      2.24	 -nan(ind)	
      2.25	 -nan(ind)	
      2.26	 -nan(ind)	
      2.27	 -nan(ind)	
      2.28	 -nan(ind)	
      2.29	 -nan(ind)	
       2.3	 -nan(ind)	
      2.31	 -nan(ind)	
      2.32	 -nan(ind)	
      2.33	 -nan(ind)	
      2.34	 -nan(ind)	
      2.35	 -nan(ind)	
      2.36	 -nan(ind)	
      2.37	 -nan(ind)	
      2.38	 -nan(ind)	
      2.39	 -nan(ind)	
       2.4	 -nan(ind)	
      2.41	 -nan(ind)	
      2.42	 -nan(ind)	
      2.43	 -nan(ind)	
      2.44	 -nan(ind)	
      2.45	 -nan(ind)	
      2.46	 -nan(ind)	
      2.47	 -nan(ind)	
      2.48	 -nan(ind)	
      2.49	 -nan(ind)	
       2.5	 -nan(ind)	
      2.51	 -nan(ind)	
      2.52	 -nan(ind)	
      2.53	 -nan(ind)	
      2.54	 -nan(ind)	
      2.55	 -nan(ind)	
      2.56	 -nan(ind)	
      2.57	 -nan(ind)	
      2.58	 -nan(ind)	
      2.59	 -nan(ind)	
       2.6	 -nan(ind)	
      2.61	 -nan(ind)	
      2.62	 -nan(ind)	
      2.63	 -nan(ind)	
      2.64	 -nan(ind)	
      2.65	 -nan(ind)	
      2.66	 -nan(ind)	
      2.67	 -nan(ind)	
      2.68	 -nan(ind)	
      2.69	 -nan(ind)	
       2.7	 -nan(ind)	
      2.71	 -nan(ind)	
      2.72	 -nan(ind)	
      2.73	 -nan(ind)	
      2.74	 -nan(ind)	
      2.75	 -nan(ind)	
      2.76	 -nan(ind)	
      2.77	 -nan(ind)	
      2.78	 -nan(ind)	
      2.79	 -nan(ind)	
       2.8	 -nan(ind)	
      2.81	 -nan(ind)	
      2.82	 -nan(ind)	
      2.83	 -nan(ind)	
      2.84	 -nan(ind)	
      2.85	 -nan(ind)	
      2.86	 -nan(ind)	
      2.87	 -nan(ind)	
      2.88	 -nan(ind)	
      2.89	 -nan(ind)	
       2.9	 -nan(ind)	
      2.91	 -nan(ind)	
      2.92	 -nan(ind)	
      2.93	 -nan(ind)	
      2.94	 -nan(ind)	
      2.95	 -nan(ind)	
      2.96	 -nan(ind)	
      2.97	 -nan(ind)	
      2.98	 -nan(ind)	
      2.99	 -nan(ind)	
         3	 -nan(ind)	
      3.01	 -nan(ind)	
      3.02	 -nan(ind)	
      3.03	 -nan(ind)	
      3.04	 -nan(ind)	
      3.05	 -nan(ind)	
      3.06	 -nan(ind)	
      3.07	 -nan(ind)	
      3.08	 -nan(ind)	
      3.09	 -nan(ind)	
       3.1	 -nan(ind)	
      3.11	 -nan(ind)	
      3.12	 -nan(ind)	
      3.13	 -nan(ind)	
      3.14	 -nan(ind)	
      3.15	 -nan(ind)	
      3.16	 -nan(ind)	
      3.17	 -nan(ind)	
      3.18	 -nan(ind)	
      3.19	 -nan(ind)	
       3.2	 -nan(ind)	
      3.21	 -nan(ind)	
      3.22	 -nan(ind)	
      3.23	 -nan(ind)	
      3.24	 -nan(ind)	
      3.25	 -nan(ind)	
      3.26	 -nan(ind)	
      3.27	 -nan(ind)	
      3.28	 -nan(ind)	
      3.29	 -nan(ind)	
       3.3	 -nan(ind)	
      3.31	 -nan(ind)	
      3.32	 -nan(ind)	
      3.33	 -nan(ind)	
      3.34	 -nan(ind)	
      3.35	 -nan(ind)	
      3.36	 -nan(ind)	
      3.37	 -nan(ind)	
      3.38	 -nan(ind)	
      3.39	 -nan(ind)	
       3.4	 -nan(ind)	
      3.41	 -nan(ind)	
      3.42	 -nan(ind)	
      3.43	 -nan(ind)	
      3.44	 -nan(ind)	
      3.45	 -nan(ind)	
      3.46	 -nan(ind)	
      3.47	 -nan(ind)	
      3.48	 -nan(ind)	
      3.49	 -nan(ind)	
       3.5	 -nan(ind)	
      3.51	 -nan(ind)	
      3.52	 -nan(ind)	
      3.53	 -nan(ind)	
      3.54	 -nan(ind)	
      3.55	 -nan(ind)	
      3.56	 -nan(ind)	
      3.57	 -nan(ind)	
      3.58	 -nan(ind)	
      3.59	 -nan(ind)	
       3.6	 -nan(ind)	
      3.61	 -nan(ind)	
      3.62	 -nan(ind)	
      3.63	 -nan(ind)	
      3.64	 -nan(ind)	
      3.65	 -nan(ind)	
      3.66	 -nan(ind)	
      3.67	 -nan(ind)	
      3.68	 -nan(ind)	
      3.69	 -nan(ind)	
       3.7	 -nan(ind)	
      3.71	 -nan(ind)	
      3.72	 -nan(ind)	
      3.73	 -nan(ind)	
      3.74	 -nan(ind)	
      3.75	 -nan(ind)	
      3.76	 -nan(ind)	
      3.77	 -nan(ind)	
      3.78	 -nan(ind)	
      3.79	 -nan(ind)	
       3.8	 -nan(ind)	
      3.81	 -nan(ind)	
      3.82	 -nan(ind)	
      3.83	 -nan(ind)	
      3.84	 -nan(ind)	
      3.85	 -nan(ind)	
      3.86	 -nan(ind)	
      3.87	 -nan(ind)	
      3.88	 -nan(ind)	
      3.89	 -nan(ind)	
       3.9	 -nan(ind)	
      3.91	 -nan(ind)	
      3.92	 -nan(ind)	
      3.93	 -nan(ind)	
      3.94	 -nan(ind)	
      3.95	 -nan(ind)	
      3.96	 -nan(ind)	
      3.97	 -nan(ind)	
      3.98	 -nan(ind)	
      3.99	 -nan(ind)	
         4	 -nan(ind)	
      4.01	 -nan(ind)	
      4.02	 -nan(ind)	
      4.03	 -nan(ind)	
      4.04	 -nan(ind)	
      4.05	 -nan(ind)	
      4.06	 -nan(ind)	
      4.07	 -nan(ind)	
      4.08	 -nan(ind)	
      4.09	 -nan(ind)	
       4.1	 -nan(ind)	
      4.11	 -nan(ind)	
      4.12	 -nan(ind)	
      4.13	 -nan(ind)	
      4.14	 -nan(ind)	
      4.15	 -nan(ind)	
      4.16	 -nan(ind)	
      4.17	 -nan(ind)	
      4.18	 -nan(ind)	
      4.19	 -nan(ind)	
       4.2	 -nan(ind)	
      4.21	 -nan(ind)	
      4.22	 -nan(ind)	
      4.23	 -nan(ind)	
      4.24	 -nan(ind)	
      4.25	 -nan(ind)	
      4.26	 -nan(ind)	
      4.27	 -nan(ind)	
      4.28	 -nan(ind)	
      4.29	 -nan(ind)	
       4.3	 -nan(ind)	
      4.31	 -nan(ind)	
      4.32	 -nan(ind)	
      4.33	 -nan(ind)	
      4.34	 -nan(ind)	
      4.35	 -nan(ind)	
      4.36	 -nan(ind)	
      4.37	 -nan(ind)	
      4.38	 -nan(ind)	
      4.39	 -nan(ind)	
       4.4	 -nan(ind)	
      4.41	 -nan(ind)	
      4.42	 -nan(ind)	
      4.43	 -nan(ind)	
      4.44	 -nan(ind)	
      4.45	 -nan(ind)	
      4.46	 -nan(ind)	
      4.47	 -nan(ind)	
      4.48	 -nan(ind)	
      4.49	 -nan(ind)	
       4.5	 -nan(ind)	
      4.51	 -nan(ind)	
      4.52	 -nan(ind)	
      4.53	 -nan(ind)	
      4.54	 -nan(ind)	
      4.55	 -nan(ind)	
      4.56	 -nan(ind)	
      4.57	 -nan(ind)	
      4.58	 -nan(ind)	
      4.59	 -nan(ind)	
       4.6	 -nan(ind)	
      4.61	 -nan(ind)	
      4.62	 -nan(ind)	
      4.63	 -nan(ind)	
      4.64	 -nan(ind)	
      4.65	 -nan(ind)	
      4.66	 -nan(ind)	
      4.67	 -nan(ind)	
      4.68	 -nan(ind)	
      4.69	 -nan(ind)	
       4.7	 -nan(ind)	
      4.71	 -nan(ind)	
      4.72	 -nan(ind)	
      4.73	 -nan(ind)	
      4.74	 -nan(ind)	
      4.75	 -nan(ind)	
      4.76	 -nan(ind)	
      4.77	 -nan(ind)	
      4.78	 -nan(ind)	
      4.79	 -nan(ind)	
       4.8	 -nan(ind)	
      4.81	 -nan(ind)	
      4.82	 -nan(ind)	
      4.83	 -nan(ind)	
      4.84	 -nan(ind)	
      4.85	 -nan(ind)	
      4.86	 -nan(ind)	
      4.87	 -nan(ind)	
      4.88	 -nan(ind)	
      4.89	 -nan(ind)	
       4.9	 -nan(ind)	
      4.91	 -nan(ind)	
      4.92	 -nan(ind)	
      4.93	 -nan(ind)	
      4.94	 -nan(ind)	
      4.95	 -nan(ind)	
      4.96	 -nan(ind)	
      4.97	 -nan(ind)	
      4.98	 -nan(ind)	
      4.99	 -nan(ind)	
         5	 -nan(ind)	
      5.01	 -nan(ind)	
      5.02	 -nan(ind)	
      5.03	 -nan(ind)	
      5.04	 -nan(ind)	
      5.05	 -nan(ind)	
      5.06	 -nan(ind)	
      5.07	 -nan(ind)	
      5.08	 -nan(ind)	
      5.09	 -nan(ind)	
       5.1	 -nan(ind)	
      5.11	 -nan(ind)	
      5.12	 -nan(ind)	
      5.13	 -nan(ind)	
      5.14	 -nan(ind)	
      5.15	 -nan(ind)	
      5.16	 -nan(ind)	
      5.17	 -nan(ind)	
      5.18	 -nan(ind)	
      5.19	 -nan(ind)	
       5.2	 -nan(ind)	
      5.21	 -nan(ind)	
      5.22	 -nan(ind)	
      5.23	 -nan(ind)	
      5.24	 -nan(ind)	
      5.25	 -nan(ind)	
      5.26	 -nan(ind)	
      5.27	 -nan(ind)	
      5.28	 -nan(ind)	
      5.29	 -nan(ind)	
       5.3	 -nan(ind)	
      5.31	 -nan(ind)	
      5.32	 -nan(ind)	
      5.33	 -nan(ind)	
      5.34	 -nan(ind)	
      5.35	 -nan(ind)	
      5.36	 -nan(ind)	
      5.37	 -nan(ind)	
      5.38	 -nan(ind)	
      5.39	 -nan(ind)	
       5.4	 -nan(ind)	
      5.41	 -nan(ind)	
