       280	8.86698e-19	
       281	1.96682e-18	
       282	4.00909e-18	
       283	5.7733e-18	
       284	6.25486e-18	
       285	4.76054e-18	
       286	7.17735e-18	
       287	1.20722e-17	
       288	1.29907e-17	
       289	1.86918e-17	
       290	3.02506e-17	
       291	3.87118e-17	
       292	4.14998e-17	
       293	4.56342e-17	
       294	5.2092e-17	
       295	5.98054e-17	
       296	7.15684e-17	
       297	7.38012e-17	
       298	8.62514e-17	
       299	9.15936e-17	
       300	1.00749e-16	
       301	8.68601e-16	
       302	7.71998e-15	
       303	8.42887e-14	
       304	7.69413e-13	
       305	6.65021e-12	
       306	1.56307e-11	
       307	4.16463e-11	
       308	1.1261e-10	
       309	2.57467e-10	
       310	6.30783e-10	
       311	1.57144e-09	
       312	2.87965e-09	
       313	5.34831e-09	
       314	1.02414e-08	
       315	1.82045e-08	
       316	2.29234e-08	
       317	3.75148e-08	
       318	5.14061e-08	
       319	6.78029e-08	
       320	1.01944e-07	
       321	1.30753e-07	
       322	1.59761e-07	
       323	1.91697e-07	
       324	2.71596e-07	
       325	3.99048e-07	
       326	5.56314e-07	
       327	6.75288e-07	
       328	7.68577e-07	
       329	9.60351e-07	
       330	1.23163e-06	
       331	1.27551e-06	
       332	1.41263e-06	
       333	1.53896e-06	
       334	1.72184e-06	
       335	2.0014e-06	
       336	1.97511e-06	
       337	2.01846e-06	
       338	2.43688e-06	
       339	2.81041e-06	
       340	3.27237e-06	
       341	3.39231e-06	
       342	3.7087e-06	
       343	4.13369e-06	
       344	3.83318e-06	
       345	4.27998e-06	
       346	4.86339e-06	
       347	5.25987e-06	
       348	5.49786e-06	
       349	5.80712e-06	
       350	6.86104e-06	
       351	7.65065e-06	
       352	7.62067e-06	
       353	8.27027e-06	
       354	9.97281e-06	
       355	1.07336e-05	
       356	1.04271e-05	
       357	9.41983e-06	
       358	9.06932e-06	
       359	 1.062e-05	
       360	1.37688e-05	
       361	1.32037e-05	
       362	1.41912e-05	
       363	1.63787e-05	
       364	1.73876e-05	
       365	1.9359e-05	
       366	2.32337e-05	
       367	2.44176e-05	
       368	2.41074e-05	
       369	2.60538e-05	
       370	2.8756e-05	
       371	2.86451e-05	
       372	2.91832e-05	
       373	2.75289e-05	
       374	2.63331e-05	
       375	2.95987e-05	
       376	3.46188e-05	
       377	3.91989e-05	
       378	4.75928e-05	
       379	4.48271e-05	
       380	4.41177e-05	
       381	4.8505e-05	
       382	4.04046e-05	
       383	3.3072e-05	
       384	3.85041e-05	
       385	5.04519e-05	
       386	5.11387e-05	
       387	5.46957e-05	
       388	5.59406e-05	
       389	6.31451e-05	
       390	7.51516e-05	
       391	8.34439e-05	
       392	8.03847e-05	
       393	5.37303e-05	
       394	5.7417e-05	
       395	9.17901e-05	
       396	8.79478e-05	
       397	6.35703e-05	
       398	0.000108526	
       399	0.000143026	
       400	0.000156589	
       401	0.000168562	
       402	0.000179812	
       403	0.000182639	
       404	0.000190082	
       405	0.000193816	
       406	0.00019587	
       407	0.000200156	
       408	0.000215637	
       409	0.000231449	
       410	0.00021758	
       411	0.000241863	
       412	0.000263734	
       413	0.000265702	
       414	0.000271515	
       415	0.000289167	
       416	0.000306173	
       417	0.000309901	
       418	0.000310234	
       419	0.000324219	
       420	0.000320219	
       421	0.000358507	
       422	0.00037005	
       423	0.000371898	
       424	0.00038253	
       425	0.000401985	
       426	0.000404367	
       427	0.00040513	
       428	0.000414283	
       429	0.00039238	
       430	0.000334038	
       431	0.000336008	
       432	0.00049356	
       433	0.000502061	
       434	0.000488658	
       435	0.000540546	
       436	0.000603595	
       437	0.000626241	
       438	0.000581711	
       439	0.000582755	
       440	0.000659317	
       441	0.000686498	
       442	0.000741248	
       443	0.000774448	
       444	0.000783612	
       445	0.000816794	
       446	0.000788091	
       447	0.000876367	
       448	0.000920022	
       449	0.000946971	
       450	0.00100174	
       451	0.00105361	
       452	0.00104163	
       453	0.00100908	
       454	0.00107603	
       455	0.00110906	
       456	0.00116338	
       457	0.00120287	
       458	0.00121138	
       459	0.00122848	
       460	0.00125797	
       461	0.00131899	
       462	0.00136641	
       463	0.00139659	
       464	0.00139613	
       465	0.00140695	
       466	0.00145074	
       467	0.00144646	
       468	 0.0015187	
       469	0.00156029	
       470	0.00155307	
       471	0.00160948	
       472	0.00170382	
       473	0.00170455	
       474	0.00175531	
       475	0.00183616	
       476	0.00183984	
       477	0.00189367	
       478	0.00197486	
       479	 0.0019928	
       480	0.00205126	
       481	0.00209077	
       482	0.00212944	
       483	0.00214472	
       484	0.00215133	
       485	0.00212947	
       486	0.00187797	
       487	0.00204647	
       488	 0.0022295	
       489	0.00222043	
       490	0.00242577	
       491	0.00241689	
       492	0.00238434	
       493	0.00252324	
       494	0.00256124	
       495	0.00270477	
       496	0.00267874	
       497	  0.002732	
       498	0.00272415	
       499	0.00276332	
       500	0.00280268	
       501	0.00278573	
       502	0.00284097	
       503	0.00297228	
       504	0.00292423	
       505	0.00311118	
       506	0.00326882	
       507	0.00321748	
       508	0.00319673	
       509	0.00334093	
       510	0.00334508	
       511	0.00344014	
       512	 0.0035461	
       513	0.00344136	
       514	0.00341551	
       515	0.00354844	
       516	0.00355212	
       517	0.00315337	
       518	0.00343146	
