1.005	4644
1.015	4859
1.025	5253
1.035	6487
1.045	5307
1.055	4549
1.065	4178
1.075	3924
1.085	3757
1.095	3618
1.105	3517
1.115	3474
1.125	3406
1.135	3413
1.145	3425
1.155	3548
1.165	3927
1.175	4109
1.185	3322
1.195	3009
1.205	2801
1.215	2640
1.225	2468
1.235	2355
1.245	2295
1.255	2157
1.265	2104
1.275	1999
1.285	1948
1.295	1861
1.305	1830
1.315	1756
1.325	1719
1.335	1643
1.345	1610
1.355	1543
1.365	1537
1.375	1476
1.385	1463
1.395	1410
1.405	1369
1.415	1346
1.425	1310
1.435	1273
1.445	1281
1.455	1199
1.465	1220
1.475	1159
1.485	1176
1.495	1121
1.505	1096
1.515	1083
1.525	1077
1.535	1029
1.545	1036
1.555	1007
1.565	961
1.575	974
1.585	967
1.595	930
1.605	917
1.615	891
1.625	893
1.635	877
1.645	856
1.655	843
1.665	828
1.675	822
1.685	812
1.695	782
1.705	785
1.715	761
1.725	755
1.735	743
1.745	733
1.755	732
1.765	714
1.775	698
1.785	689
1.795	677
1.805	686
1.815	663
1.825	653
1.835	661
1.845	632
1.855	622
1.865	613
1.875	603
1.885	621
1.895	600
1.905	588
1.915	574
1.925	572
1.935	578
1.945	580
1.955	512
1.965	550
1.975	558
1.985	533
1.995	524
2.005	513
2.015	528
2.025	494
2.035	509
2.045	505
2.055	477
2.065	492
2.075	492
2.085	453
2.095	479
2.105	476
2.115	437
2.125	482
2.135	425
2.145	448
2.155	455
2.165	422
2.175	446
2.185	403
2.195	438
2.205	409
2.215	417
2.225	416
2.235	393
2.245	416
2.255	375
2.265	414
2.275	357
2.285	423
2.295	346
2.305	414
2.315	334
2.325	405
2.335	338
2.345	387
2.355	329
2.365	383
2.375	328
2.385	379
2.395	321
2.405	364
2.415	325
2.425	355
2.435	327
2.445	324
2.455	327
2.465	318
2.475	334
2.485	311
2.495	324
2.505	314
2.515	304
2.525	314
2.535	295
2.545	321
2.555	284
2.565	303
2.575	300
2.585	271
2.595	320
2.605	268
2.615	296
2.625	293
2.635	262
2.645	293
2.655	268
2.665	263
2.675	297
2.685	248
2.695	279
2.705	271
2.715	241
2.725	288
2.735	244
2.745	238
2.755	286
2.765	237
2.775	237
2.785	276
2.795	233
2.805	240
2.815	265
2.825	221
2.835	248
2.845	246
2.855	224
2.865	232
2.875	245
2.885	234
2.895	210
2.905	240
2.915	241
2.925	195
2.935	224
2.945	235
2.955	218
2.965	196
2.975	234
2.985	231
2.995	191
3.005	223
3.015	212
3.025	218
3.035	172
3.045	225
3.055	218
3.065	187
3.075	194
3.085	211
3.095	219
3.105	158
3.115	219
3.125	196
3.135	204
3.145	161
3.155	218
3.165	195
3.175	183
3.185	164
3.195	203
3.205	203
3.215	167
