1.005	0
1.015	0
1.025	0
1.035	0
1.045	0
1.055	0
1.065	0
1.075	1172
1.085	2157
1.095	2089
1.105	2030
1.115	1984
1.125	1924
1.135	1889
1.145	1848
1.155	1817
1.165	1792
1.175	1742
1.185	1698
1.195	1677
1.205	1650
1.215	1629
1.225	1606
1.235	1579
1.245	1523
1.255	1535
1.265	1500
1.275	1468
1.285	1451
1.295	1452
1.305	1404
1.315	1391
1.325	1395
1.335	1349
1.345	1322
1.355	1314
1.365	1326
1.375	1294
1.385	1261
1.395	1271
1.405	1230
1.415	1215
1.425	1223
1.435	1192
1.445	1182
1.455	1177
1.465	1147
1.475	1154
1.485	1119
1.495	1123
1.505	1103
1.515	1110
1.525	1078
1.535	1056
1.545	1066
1.555	1046
1.565	1040
1.575	1050
1.585	996
1.595	1018
1.605	993
1.615	1006
1.625	963
1.635	973
1.645	966
1.655	960
1.665	922
1.675	945
1.685	940
1.695	921
1.705	876
1.715	932
1.725	898
1.735	873
1.745	883
1.755	883
1.765	844
1.775	882
1.785	832
1.795	862
1.805	842
1.815	805
1.825	850
1.835	810
1.845	809
1.855	822
1.865	775
1.875	806
1.885	786
1.895	784
1.905	780
1.915	752
1.925	801
1.935	734
1.945	766
1.955	751
1.965	743
1.975	752
1.985	714
1.995	745
2.005	712
2.015	741
2.025	693
2.035	736
2.045	702
2.055	692
2.065	723
2.075	683
2.085	696
2.095	665
2.105	704
2.115	670
2.125	687
2.135	651
2.145	683
2.155	656
2.165	680
2.175	640
2.185	668
2.195	638
2.205	660
2.215	644
2.225	629
2.235	652
2.245	627
2.255	662
2.265	607
2.275	637
2.285	627
2.295	636
2.305	597
2.315	625
2.325	618
2.335	610
2.345	622
2.355	609
2.365	617
2.375	595
2.385	614
2.395	592
2.405	614
2.415	610
2.425	576
2.435	612
2.445	589
2.455	599
2.465	596
2.475	591
2.485	606
2.495	583
2.505	589
2.515	604
2.525	590
2.535	585
2.545	617
2.555	602
2.565	601
2.575	584
2.585	612
2.595	614
2.605	616
2.615	606
2.625	635
2.635	608
2.645	643
2.655	651
2.665	649
2.675	689
2.685	738
2.695	811
2.705	804
2.715	700
2.725	664
2.735	621
2.745	622
2.755	578
2.765	574
2.775	555
2.785	535
2.795	540
2.805	523
2.815	523
2.825	498
2.835	519
2.845	464
2.855	506
2.865	465
2.875	470
2.885	453
2.895	454
2.905	468
2.915	416
2.925	457
2.935	414
2.945	434
2.955	433
2.965	398
2.975	427
2.985	382
2.995	429
3.005	401
3.015	378
3.025	393
3.035	373
3.045	396
3.055	378
3.065	367
3.075	375
3.085	361
3.095	366
3.105	365
3.115	342
3.125	362
3.135	362
3.145	323
3.155	356
3.165	335
3.175	338
3.185	345
3.195	315
3.205	326
3.215	333
3.225	331
3.235	300
3.245	334
3.255	308
3.265	310
3.275	308
3.285	309
3.295	302
3.305	306
3.315	293
3.325	303
3.335	279
3.345	296
3.355	286
3.365	283
3.375	289
3.385	280
3.395	275
3.405	297
3.415	256
3.425	292
3.435	275
3.445	255
3.455	277
3.465	269
3.475	265
3.485	248
3.495	274
3.505	264
3.515	238
3.525	264
3.535	265
3.545	241
3.555	251
3.565	251
3.575	242
3.585	235
3.595	253
3.605	246
3.615	239
3.625	210
3.635	276
3.645	212
3.655	246
3.665	214
3.675	249
3.685	219
3.695	237
3.705	212
3.715	238
3.725	233
3.735	192
3.745	230
3.755	223
3.765	225
3.775	198
3.785	228
3.795	207
3.805	218
3.815	213
3.825	195
3.835	225
3.845	211
3.855	190
3.865	200
3.875	215
3.885	222
3.895	178
3.905	184
3.915	218
3.925	195
3.935	194
3.945	176
3.955	216
3.965	193
3.975	195
3.985	184
3.995	187
4.005	190
4.015	197
4.025	188
4.035	171
4.045	176
4.055	191
4.065	206
4.075	157
4.085	155
4.095	211
4.105	188
4.115	176
4.125	156
4.135	165
4.145	205
4.155	177
4.165	160
4.175	152
4.185	184
4.195	174
4.205	176
4.215	160
4.225	148
4.235	181
4.245	166
4.255	168
4.265	153
4.275	174
4.285	156
4.295	156
4.305	181
4.315	148
4.325	158
4.335	135
4.345	173
4.355	159
4.365	157
4.375	161
4.385	139
4.395	146
4.405	156
4.415	186
4.425	133
4.435	126
4.445	148
4.455	155
4.465	174
4.475	137
4.485	146
4.495	123
4.505	147
4.515	149
4.525	181
4.535	119
4.545	134
4.555	121
4.565	169
4.575	154
4.585	128
4.595	139
4.605	122
4.615	137
4.625	146
4.635	148
4.645	136
4.655	130
4.665	112
4.675	142
4.685	145
4.695	145
4.705	120
4.715	129
4.725	122
4.735	143
4.745	115
4.755	132
4.765	137
4.775	126
4.785	122
4.795	124
4.805	119
4.815	134
4.825	137
4.835	116
4.845	121
4.855	117
4.865	136
4.875	125
4.885	114
4.895	131
4.905	111
4.915	122
4.925	119
4.935	116
4.945	114
4.955	126
4.965	112
4.975	125
4.985	125
4.995	96
5.005	124
5.015	110
5.025	115
5.035	124
5.045	116
5.055	106
5.065	110
5.075	120
5.085	104
5.095	112
5.105	109
5.115	114
5.125	114
5.135	103
5.145	114
5.155	100
5.165	105
5.175	107
5.185	130
5.195	106
5.205	87
5.215	117
5.225	98
5.235	114
5.245	97
5.255	108
5.265	119
5.275	81
5.285	111
5.295	112
5.305	93
5.315	99
5.325	93
5.335	106
5.345	110
5.355	109
5.365	87
5.375	103
5.385	88
5.395	111
5.405	88
5.415	104
5.425	105
5.435	102
5.445	80
5.455	99
5.465	104
5.475	98
5.485	90
5.495	84
5.505	108
5.515	93
5.525	83
5.535	105
5.545	101
5.555	79
5.565	91
5.575	90
5.585	103
5.595	95
5.605	86
5.615	102
5.625	77
5.635	96
5.645	81
5.655	98
5.665	79
5.675	100
5.685	93
5.695	82
5.705	80
5.715	90
5.725	94
5.735	90
5.745	89
5.755	79
5.765	89
5.775	79
5.785	84
5.795	88
5.805	94
5.815	85
5.825	85
5.835	73
5.845	87
5.855	78
5.865	86
5.875	90
5.885	90
5.895	70
5.905	83
5.915	80
5.925	79
5.935	82
5.945	81
5.955	89
5.965	80
5.975	77
5.985	83
5.995	70
