       280	1.22276e-12	
       281	2.57541e-12	
       282	4.9876e-12	
       283	6.82775e-12	
       284	7.03587e-12	
       285	5.09609e-12	
       286	7.3157e-12	
       287	1.17223e-11	
       288	1.20232e-11	
       289	1.64972e-11	
       290	2.5473e-11	
       291	3.1116e-11	
       292	3.18557e-11	
       293	3.34682e-11	
       294	3.65182e-11	
       295	4.00933e-11	
       296	4.59023e-11	
       297	4.5305e-11	
       298	5.06993e-11	
       299	5.15743e-11	
       300	5.43649e-11	
       301	3.22233e-10	
       302	1.96973e-09	
       303	1.47969e-08	
       304	9.29685e-08	
       305	5.53286e-07	
       306	1.09215e-06	
       307	2.44471e-06	
       308	5.55555e-06	
       309	1.06789e-05	
       310	2.20033e-05	
       311	4.83821e-05	
       312	7.82795e-05	
       313	0.000128407	
       314	0.000217239	
       315	0.000341272	
       316	0.00039985	
       317	0.000609047	
       318	0.000777005	
       319	0.000954439	
       320	0.00133685	
       321	0.00161111	
       322	0.00185022	
       323	0.00208721	
       324	0.00278095	
       325	0.00384357	
       326	0.00510668	
       327	0.00590924	
       328	 0.0064131	
       329	0.00764292	
       330	0.00935124	
       331	0.00932162	
       332	 0.0099394	
       333	 0.0104277	
       334	 0.0112379	
       335	 0.0125853	
       336	 0.0120073	
       337	  0.011866	
       338	 0.0138561	
       339	 0.0154597	
       340	 0.0174185	
       341	 0.0174922	
       342	 0.0185296	
       343	 0.0200157	
       344	 0.0179916	
       345	 0.0194769	
       346	 0.0214746	
       347	 0.0225402	
       348	 0.0228695	
       349	 0.0234526	
       350	 0.0269075	
       351	 0.0291576	
       352	 0.0282293	
       353	 0.0297826	
       354	 0.0349201	
       355	 0.0365509	
       356	 0.0345376	
       357	 0.0303544	
       358	 0.0284368	
       359	 0.0324066	
       360	 0.0408965	
       361	 0.0381888	
       362	 0.0399743	
       363	 0.0449404	
       364	 0.0464799	
       365	 0.0504252	
       366	 0.0589781	
       367	 0.0604161	
       368	 0.0581496	
       369	 0.0612749	
       370	 0.0659508	
       371	 0.0640751	
       372	 0.0636773	
       373	 0.0586029	
       374	 0.0546983	
       375	 0.0599998	
       376	 0.0684949	
       377	 0.0757097	
       378	 0.0897454	
       379	 0.0825402	
       380	 0.0793324	
       381	  0.085192	
       382	 0.0693227	
       383	 0.0554366	
       384	 0.0630657	
       385	 0.0807552	
       386	 0.0800031	
       387	 0.0836432	
       388	 0.0836336	
       389	 0.0923048	
       390	  0.107426	
       391	  0.116656	
       392	   0.10992	
       393	 0.0718739	
       394	 0.0751437	
       395	  0.117544	
       396	  0.110213	
       397	 0.0779681	
       398	  0.130287	
       399	  0.168089	
       400	  0.180174	
       401	  0.189909	
       402	  0.198386	
       403	   0.19735	
       404	  0.201181	
       405	  0.200947	
       406	  0.198956	
       407	  0.199205	
       408	  0.210303	
       409	  0.221214	
       410	  0.203825	
       411	  0.222093	
       412	  0.237411	
       413	  0.234502	
       414	  0.234966	
       415	  0.245394	
       416	  0.254818	
       417	  0.252974	
       418	  0.248414	
       419	  0.254684	
       420	  0.246789	
       421	  0.271104	
       422	    0.2746	
       423	  0.270835	
       424	  0.273419	
       425	  0.282031	
       426	    0.2785	
       427	  0.273934	
       428	  0.275037	
       429	  0.255789	
       430	  0.213841	
       431	  0.211253	
       432	  0.304783	
       433	  0.304538	
       434	  0.291181	
       435	  0.316446	
       436	  0.347184	
       437	  0.353948	
       438	  0.323091	
       439	  0.318098	
       440	  0.353722	
       441	  0.362057	
       442	  0.384332	
       443	  0.394799	
       444	   0.39279	
       445	  0.402608	
       446	  0.382025	
       447	  0.417811	
       448	  0.431425	
       449	  0.436808	
       450	  0.454557	
       451	  0.470356	
       452	   0.45752	
       453	  0.436114	
       454	  0.457629	
       455	  0.464179	
       456	  0.479216	
