280	5.33653e-08
281	1.06636e-07
282	1.96124e-07
283	2.55227e-07
284	2.50262e-07
285	1.72644e-07
286	2.36269e-07
287	3.61235e-07
288	3.53836e-07
289	4.64058e-07
290	6.85467e-07
291	8.01658e-07
292	7.8639e-07
293	7.92263e-07
294	8.29592e-07
295	8.74719e-07
296	9.62478e-07
297	9.13631e-07
298	9.84009e-07
299	9.6405e-07
300	9.79365e-07
301	2.69936e-06
302	7.67788e-06
303	2.68546e-05
304	7.86078e-05
305	0.000218082
306	0.000310167
307	0.000500531
308	0.000820477
309	0.00113825
310	0.00169359
311	0.00298902
312	0.00388367
313	0.0051186
314	0.00696116
315	0.00879501
316	0.00927612
317	0.0127249
318	0.0146272
319	0.0161961
320	0.0204578
321	0.0226528
322	0.0239123
323	0.0248054
324	0.0304039
325	0.038672
326	0.0486495
327	0.053323
328	0.0548347
329	0.0619454
330	0.0718682
331	0.0692552
332	0.0714108
333	0.0724736
334	0.0755809
335	0.0819336
336	0.0762257
337	0.0734768
338	0.0837172
339	0.0911649
340	0.100282
341	0.0985411
342	0.10217
343	0.108052
344	0.0951166
345	0.100867
346	0.109108
347	0.112383
348	0.111925
349	0.112692
350	0.126973
351	0.135317
352	0.128874
353	0.133779
354	0.154371
355	0.159055
356	0.147977
357	0.128077
358	0.118187
359	0.132694
360	0.165015
361	0.151947
362	0.15687
363	0.173974
364	0.177534
365	0.190071
366	0.219427
367	0.221902
368	0.210884
369	0.219453
370	0.2333
371	0.223921
372	0.219873
373	0.199967
374	0.184474
375	0.200033
376	0.22577
377	0.246765
378	0.289289
379	0.263171
380	0.250229
381	0.265866
382	0.214081
383	0.169432
384	0.190787
385	0.241847
386	0.237218
387	0.245583
388	0.243182
389	0.265835
390	0.306468
391	0.329705
392	0.307817
393	0.199448
394	0.206655
395	0.320403
396	0.297798
397	0.208856
398	0.346035
399	0.442681
400	0.470567
401	0.491925
402	0.509721
403	0.503002
404	0.508714
405	0.504158
406	0.495311
407	0.492154
408	0.515661
409	0.538383
410	0.492417
411	0.532656
412	0.565311
413	0.554426
414	0.551633
415	0.572129
416	0.590037
417	0.581809
418	0.567505
419	0.577987
420	0.556417
421	0.607296
422	0.611206
423	0.599028
424	0.600977
425	0.616089
426	0.604674
427	0.591182
428	0.590031
429	0.545511
430	0.453399
431	0.445337
432	0.638852
433	0.634751
434	0.603538
435	0.652302
436	0.711774
437	0.721741
438	0.655318
439	0.641799
440	0.709964
441	0.723109
442	0.763854
443	0.780875
444	0.773198
445	0.788791
446	0.744976
447	0.811009
448	0.83362
449	0.84022
450	0.870467
451	0.896754
452	0.868482
453	0.824284
454	0.861265
455	0.869913
456	0.894352
457	0.906399
458	0.894847
459	0.889724
460	0.893362
461	0.918672
462	0.933493
463	0.93597
464	0.91797
465	0.9077
466	0.918455
467	0.898729
468	0.926182
469	0.934064
470	0.912753
471	0.928724
472	0.965404
473	0.948474
474	0.959277
475	0.985642
476	0.970174
477	0.981021
478	1.00521
479	0.996725
480	1.00824
481	1.01032
482	1.01174
483	1.00199
484	0.988399
485	0.962207
486	0.834639
487	0.894676
488	0.95887
489	0.93955
490	1.00996
491	0.990393
492	0.961729
493	1.00188
494	1.0012
495	1.04099
496	1.01516
497	1.01954
498	1.00118
499	1.00025
500	0.999266
501	0.978492
502	0.983174
503	1.01352
504	0.982586
505	1.03023
506	1.0668
507	1.03497
508	1.01361
509	1.04428
510	1.0308
511	1.04498
512	1.06189
513	1.01598
514	0.994192
515	1.01846
516	1.00535
517	0.88016
518	0.944609
519	0.948271
520	1.01313
521	1.03347
522	1.04833
523	1.01343
524	1.06424
525	1.06733
526	1.02734
527	0.945452
528	1.03747
529	1.08788
530	1.06991
531	1.10957
532	1.08762
533	1.00657
534	1.04623
535	1.07401
536	1.09692
537	1.04634
538	1.07206
539	1.05456
540	1.02207
541	1.00103
542	1.06326
543	1.0643
544	1.08961
545	1.07417
546	1.0694
547	1.07538
